writer_id,n_pairs,accuracy
2,47,1.0
3,47,1.0
9,47,0.9787234042553191
14,47,0.8936170212765957
15,47,1.0
34,47,1.0
37,47,0.9787234042553191
44,47,0.8723404255319149
54,47,0.9361702127659575
