writer_id,n_pairs,accuracy
2,47,0.851063829787234
3,47,0.8297872340425532
9,47,0.6382978723404256
14,47,0.7659574468085106
15,47,0.5531914893617021
34,47,0.7872340425531915
37,47,0.7659574468085106
44,47,0.6170212765957447
54,47,0.6595744680851063
