,accuracy,accuracy,FAR,FAR,FRR,FRR,ROC_AUC,ROC_AUC
,mean,std,mean,std,mean,std,mean,std
threshold_name,,,,,,,,
EER_balanced,0.7144208037825059,0.05820597904820163,0.39537037037037037,0.16029486718059455,0.17101449275362318,0.07718893732322377,0.806794596528896,0.042978546814560446
FAR_target_10%,0.70354609929078,0.05175631496545767,0.237962962962963,0.18149092945928322,0.357487922705314,0.1571719660386226,0.806794596528896,0.042978546814560446
