writer_id,n_pairs,accuracy,threshold_name,split_id
4,47,0.5319148936170213,EER_balanced,4
9,47,0.5957446808510638,EER_balanced,4
16,47,0.5106382978723404,EER_balanced,4
24,47,0.5957446808510638,EER_balanced,4
26,47,0.851063829787234,EER_balanced,4
28,47,0.7446808510638298,EER_balanced,4
29,47,0.5957446808510638,EER_balanced,4
38,47,0.5957446808510638,EER_balanced,4
44,47,0.5106382978723404,EER_balanced,4
4,47,0.40425531914893614,FAR_target_10%,4
9,47,0.5957446808510638,FAR_target_10%,4
16,47,0.574468085106383,FAR_target_10%,4
24,47,0.5106382978723404,FAR_target_10%,4
26,47,0.6170212765957447,FAR_target_10%,4
28,47,0.5319148936170213,FAR_target_10%,4
29,47,0.5319148936170213,FAR_target_10%,4
38,47,0.574468085106383,FAR_target_10%,4
44,47,0.48936170212765956,FAR_target_10%,4
