writer_id,n_pairs,accuracy,threshold_name,split_id
6,47,0.3617021276595745,EER_balanced,3
20,47,0.5531914893617021,EER_balanced,3
21,47,0.44680851063829785,EER_balanced,3
25,47,0.5531914893617021,EER_balanced,3
26,47,0.5957446808510638,EER_balanced,3
29,47,0.5106382978723404,EER_balanced,3
33,47,0.5106382978723404,EER_balanced,3
40,47,0.7021276595744681,EER_balanced,3
50,47,0.7659574468085106,EER_balanced,3
6,47,0.3617021276595745,FAR_target_10%,3
20,47,0.6382978723404256,FAR_target_10%,3
21,47,0.46808510638297873,FAR_target_10%,3
25,47,0.6808510638297872,FAR_target_10%,3
26,47,0.5531914893617021,FAR_target_10%,3
29,47,0.3829787234042553,FAR_target_10%,3
33,47,0.5957446808510638,FAR_target_10%,3
40,47,0.6170212765957447,FAR_target_10%,3
50,47,0.6595744680851063,FAR_target_10%,3
