,accuracy,accuracy,FAR,FAR,FRR,FRR,ROC_AUC,ROC_AUC
,mean,std,mean,std,mean,std,mean,std
threshold_name,,,,,,,,
EER_balanced,0.7196217494089835,0.032740396458182636,0.3740740740740741,0.1030235633014898,0.1826086956521739,0.06209186092003721,0.8048711755233494,0.027479159052692742
FAR_target_10%,0.7049645390070922,0.02123715809123,0.1925925925925926,0.08998647208192097,0.40193236714975844,0.09902792488661499,0.8048711755233494,0.027479159052692742
