writer_id,n_pairs,accuracy,threshold_name,split_id
4,47,0.8936170212765957,EER_balanced,4
9,47,0.6170212765957447,EER_balanced,4
16,47,0.7446808510638298,EER_balanced,4
24,47,0.6595744680851063,EER_balanced,4
26,47,0.7021276595744681,EER_balanced,4
28,47,0.7021276595744681,EER_balanced,4
29,47,0.7872340425531915,EER_balanced,4
38,47,0.7446808510638298,EER_balanced,4
44,47,0.6808510638297872,EER_balanced,4
4,47,0.8723404255319149,FAR_target_10%,4
9,47,0.7021276595744681,FAR_target_10%,4
16,47,0.7659574468085106,FAR_target_10%,4
24,47,0.5957446808510638,FAR_target_10%,4
26,47,0.7021276595744681,FAR_target_10%,4
28,47,0.6382978723404256,FAR_target_10%,4
29,47,0.8085106382978723,FAR_target_10%,4
38,47,0.8297872340425532,FAR_target_10%,4
44,47,0.7446808510638298,FAR_target_10%,4
