accuracy,FAR,FRR,ROC_AUC,n_pairs,FAR_negative_skilled,threshold_name,best_model,n_selected_features,split_id
0.7635933806146572,0.2962962962962963,0.17391304347826086,0.8146135265700483,423,0.2962962962962963,EER_balanced,RF_400,12,1
0.7092198581560284,0.14814814814814814,0.4396135265700483,0.8146135265700483,423,0.14814814814814814,FAR_target_10%,RF_400,12,1
