writer_id,n_pairs,accuracy
2,47,0.7872340425531915
3,47,0.7021276595744681
9,47,0.48936170212765956
14,47,0.425531914893617
15,47,0.851063829787234
34,47,0.6170212765957447
37,47,0.8085106382978723
44,47,0.6595744680851063
54,47,0.7021276595744681
