writer_id,n_pairs,accuracy
2,47,0.5319148936170213
3,47,0.8085106382978723
9,47,0.723404255319149
14,47,0.5319148936170213
15,47,0.9361702127659575
34,47,0.7872340425531915
37,47,0.8723404255319149
44,47,0.851063829787234
54,47,0.8085106382978723
