writer_id,n_pairs,accuracy,threshold_name,split_id
4,45,0.9333333333333333,EER_balanced,1
5,45,0.5555555555555556,EER_balanced,1
10,45,1.0,EER_balanced,1
16,45,0.8,EER_balanced,1
18,45,0.9333333333333333,EER_balanced,1
21,45,0.9555555555555556,EER_balanced,1
26,45,0.8,EER_balanced,1
33,45,0.9777777777777777,EER_balanced,1
47,45,0.9555555555555556,EER_balanced,1
4,45,0.9555555555555556,FAR_target_10%,1
5,45,0.5333333333333333,FAR_target_10%,1
10,45,0.9555555555555556,FAR_target_10%,1
16,45,0.9111111111111111,FAR_target_10%,1
18,45,1.0,FAR_target_10%,1
21,45,0.9111111111111111,FAR_target_10%,1
26,45,0.7555555555555555,FAR_target_10%,1
33,45,1.0,FAR_target_10%,1
47,45,0.8222222222222222,FAR_target_10%,1
