,accuracy,accuracy,FAR,FAR,FRR,FRR,ROC_AUC,ROC_AUC
,mean,std,mean,std,mean,std,mean,std
threshold_name,,,,,,,,
EER_balanced,0.7787654320987654,0.07752457315044184,0.33425925925925926,0.14729208684697434,0.09206349206349206,0.04829038818668629,0.8918479325886732,0.04178257649975006
FAR_target_10%,0.8014814814814815,0.06821699867850341,0.225,0.15314909982238234,0.16825396825396824,0.06106471130689316,0.8918479325886732,0.04178257649975006
