writer_id,n_pairs,accuracy
2,47,0.5319148936170213
3,47,0.6595744680851063
9,47,0.723404255319149
14,47,0.9148936170212766
15,47,0.851063829787234
34,47,0.44680851063829785
37,47,0.7021276595744681
44,47,0.46808510638297873
54,47,0.48936170212765956
